,hour,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,click
3917095,,,,,,,,,,,,,,0.0
3917103,,,,,,,,,,,,,,0.0
3917105,,,,,,,,,,,,,,0.0
3917107,14102121.0,0.0,85f751fd,c4e18dd6,50e219e0,39947756,2347f47a,cef3e649,422eba5a,3d3adf6e,aa35da31,1.0,3.0,
3917114,,,,,,,,,,,,,,0.0
3917115,,,,,,,,,,,,,,0.0
3917116,,,,,,,,,,,,,,0.0
3917119,,,,,,,,,,,,,,0.0
3917122,,,,,,,,,,,,,,1.0
3917123,14102121.0,1.0,b7e9786d,b12b9f85,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,0bc98ed8,9f765ab9,1.0,0.0,
3917125,,,,,,,,,,,,,,0.0
3917126,,,,,,,,,,,,,,0.0
3917128,,,,,,,,,,,,,,0.0
3917131,,,,,,,,,,,,,,0.0
3917134,,,,,,,,,,,,,,0.0
3917141,,,,,,,,,,,,,,0.0
3917156,,,,,,,,,,,,,,0.0
3917164,,,,,,,,,,,,,,1.0
3917165,14102121.0,0.0,85f751fd,c4e18dd6,50e219e0,fb7c70a3,d9b5648e,0f2161f8,5e3fb235,b80e3ca5,10063710,1.0,0.0,
3917167,14102121.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,430ee572,cab7ad1c,1.0,0.0,
3917180,,,,,,,,,,,,,,0.0
3917184,,,,,,,,,,,,,,0.0
3917191,,,,,,,,,,,,,,0.0
3917208,,,,,,,,,,,,,,1.0
3917210,14102121.0,0.0,85f751fd,c4e18dd6,50e219e0,85b28c93,ae637522,8ded1f7a,a99f214a,d55f5f38,dc31133e,1.0,2.0,
3917211,14102121.0,0.0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,dd4a0fb4,bb48eba5,24f6b932,1.0,0.0,
3917213,14102121.0,1.0,85f751fd,c4e18dd6,50e219e0,ffc6ffd0,7801e8d9,0f2161f8,e2ed6d0d,7caabb97,7abbbd5c,4.0,0.0,
3917253,,,,,,,,,,,,,,0.0
3917255,,,,,,,,,,,,,,1.0
3917257,,,,,,,,,,,,,,0.0
3917259,14102121.0,0.0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,a7a70283,bcc261d1,1.0,0.0,
3917262,,,,,,,,,,,,,,0.0
3917264,,,,,,,,,,,,,,0.0
3917270,,,,,,,,,,,,,,0.0
3917272,,,,,,,,,,,,,,0.0
3917278,,,,,,,,,,,,,,0.0
3917280,14102121.0,0.0,7294ea0f,863fa89d,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,a4eb9e58,cdf6ea96,1.0,0.0,
3917298,14102121.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,80cb44a3,1aa0e912,1.0,0.0,
3917299,,,,,,,,,,,,,,0.0
3917301,,,,,,,,,,,,,,1.0
3917315,,,,,,,,,,,,,,0.0
3917316,,,,,,,,,,,,,,0.0
3917318,14102121.0,0.0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,dc13ff35,e47f989b,1.0,0.0,
3917325,,,,,,,,,,,,,,0.0
3917326,,,,,,,,,,,,,,0.0
3917345,14102121.0,0.0,2328ee8e,7804dea6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2bb4af67,cc63cb07,1.0,0.0,
3917346,,,,,,,,,,,,,,0.0
3917350,,,,,,,,,,,,,,0.0
3917359,,,,,,,,,,,,,,0.0
3917360,,,,,,,,,,,,,,0.0
3917362,14102121.0,0.0,75f43c5a,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,b3d2f15f,7e9b7ebd,911a3c09,0.0,0.0,
3917363,,,,,,,,,,,,,,0.0
3917364,,,,,,,,,,,,,,0.0
3917367,14102121.0,0.0,85f751fd,c4e18dd6,50e219e0,f0d41ff1,2347f47a,0f2161f8,a99f214a,e03cbb22,7abbbd5c,1.0,0.0,
3917374,,,,,,,,,,,,,,0.0
3917375,,,,,,,,,,,,,,1.0
3917380,14102121.0,1.0,e5c60a05,7256c623,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,03343c4f,96a7c171,1.0,0.0,
3917383,,,,,,,,,,,,,,0.0
3917385,,,,,,,,,,,,,,0.0
3917397,,,,,,,,,,,,,,0.0
3917401,14102121.0,0.0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,a99f214a,cc57ae21,9e3836ff,1.0,0.0,
3917404,,,,,,,,,,,,,,0.0
3917409,,,,,,,,,,,,,,0.0
3917415,,,,,,,,,,,,,,0.0
3917426,,,,,,,,,,,,,,0.0
3917427,14102121.0,0.0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,e8d8594d,e4dd6782,76dc4769,1.0,0.0,
3917441,,,,,,,,,,,,,,0.0
3917442,,,,,,,,,,,,,,1.0
3917451,,,,,,,,,,,,,,0.0
3917453,,,,,,,,,,,,,,0.0
3917454,,,,,,,,,,,,,,1.0
3917457,,,,,,,,,,,,,,0.0
3917472,,,,,,,,,,,,,,0.0
3917483,,,,,,,,,,,,,,0.0
3917485,14102121.0,0.0,85f751fd,c4e18dd6,50e219e0,08a53ae7,7801e8d9,07d7df22,f021f850,d492f59a,373ecbe6,0.0,0.0,
3917489,14102121.0,0.0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,4e7af930,7be34c15,0eb711ec,1.0,0.0,
3917496,,,,,,,,,,,,,,0.0
3917500,,,,,,,,,,,,,,1.0
3917504,,,,,,,,,,,,,,0.0
3917530,,,,,,,,,,,,,,1.0
3917536,,,,,,,,,,,,,,0.0
3917537,,,,,,,,,,,,,,0.0
3917542,14102121.0,0.0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,20400114,d787e91b,1.0,0.0,
3917549,,,,,,,,,,,,,,0.0
3917551,,,,,,,,,,,,,,1.0
3917552,,,,,,,,,,,,,,0.0
3917553,,,,,,,,,,,,,,0.0
3917555,,,,,,,,,,,,,,0.0
3917568,14102121.0,0.0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,138db133,84ebbcd4,1.0,0.0,
3917574,,,,,,,,,,,,,,0.0
3917578,,,,,,,,,,,,,,0.0
3917589,,,,,,,,,,,,,,0.0
3917593,,,,,,,,,,,,,,0.0
3917594,,,,,,,,,,,,,,0.0
3917606,,,,,,,,,,,,,,1.0
3917611,,,,,,,,,,,,,,0.0
3917615,,,,,,,,,,,,,,1.0
3917620,,,,,,,,,,,,,,1.0
3917623,,,,,,,,,,,,,,0.0
3917628,,,,,,,,,,,,,,0.0
3917629,,,,,,,,,,,,,,0.0
3917632,,,,,,,,,,,,,,0.0
3917636,,,,,,,,,,,,,,1.0
3917645,,,,,,,,,,,,,,1.0
3917648,,,,,,,,,,,,,,0.0
3917653,,,,,,,,,,,,,,0.0
3917659,,,,,,,,,,,,,,0.0
3917664,,,,,,,,,,,,,,0.0
3917669,,,,,,,,,,,,,,1.0
3917682,,,,,,,,,,,,,,0.0
3917686,,,,,,,,,,,,,,1.0
3917691,,,,,,,,,,,,,,0.0
3917692,,,,,,,,,,,,,,0.0
3917697,,,,,,,,,,,,,,0.0
3917706,,,,,,,,,,,,,,0.0
3917709,,,,,,,,,,,,,,0.0
3917710,14102121.0,1.0,e023ba3e,75f9ddc3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2a2bbcad,779d90c2,1.0,0.0,
3917711,,,,,,,,,,,,,,1.0
3917730,,,,,,,,,,,,,,0.0
3917732,,,,,,,,,,,,,,1.0
3917740,,,,,,,,,,,,,,0.0
3917747,,,,,,,,,,,,,,0.0
3917750,,,,,,,,,,,,,,0.0
3917761,,,,,,,,,,,,,,0.0
3917781,,,,,,,,,,,,,,1.0
3917784,,,,,,,,,,,,,,0.0
3917796,,,,,,,,,,,,,,0.0
3917801,,,,,,,,,,,,,,0.0
3917810,,,,,,,,,,,,,,0.0
3917814,,,,,,,,,,,,,,0.0
3917815,,,,,,,,,,,,,,0.0
3917830,,,,,,,,,,,,,,0.0
3917841,,,,,,,,,,,,,,0.0
3917842,,,,,,,,,,,,,,1.0
3917846,14102121.0,0.0,85f751fd,c4e18dd6,50e219e0,51cedd4e,aefc06bd,0f2161f8,a99f214a,977a1683,e3bb76b5,1.0,0.0,
3917849,14102121.0,0.0,f160d53f,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,c649930e,33593dd3,1da119e0,0.0,0.0,
3917852,,,,,,,,,,,,,,0.0
3917856,,,,,,,,,,,,,,0.0
3917860,,,,,,,,,,,,,,0.0
3917879,14102121.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,2349cce7,ef726eae,1.0,0.0,
3917892,,,,,,,,,,,,,,0.0
3917894,14102121.0,0.0,85f751fd,c4e18dd6,50e219e0,be7c618d,2347f47a,f95efa07,85fbd3db,8486274d,620311f4,1.0,2.0,
3917896,,,,,,,,,,,,,,0.0
3917898,,,,,,,,,,,,,,0.0
3917904,,,,,,,,,,,,,,1.0
3917908,,,,,,,,,,,,,,0.0
3917911,,,,,,,,,,,,,,1.0
3917915,,,,,,,,,,,,,,0.0
3917916,,,,,,,,,,,,,,1.0
3917920,,,,,,,,,,,,,,0.0
3917936,,,,,,,,,,,,,,0.0
3917938,,,,,,,,,,,,,,0.0
3917942,,,,,,,,,,,,,,0.0
3917954,,,,,,,,,,,,,,0.0
3917967,,,,,,,,,,,,,,0.0
3917974,,,,,,,,,,,,,,0.0
3917976,,,,,,,,,,,,,,0.0
3917981,,,,,,,,,,,,,,0.0
3917983,,,,,,,,,,,,,,0.0
3917987,,,,,,,,,,,,,,0.0
3917997,,,,,,,,,,,,,,0.0
3918000,,,,,,,,,,,,,,0.0
3918001,,,,,,,,,,,,,,1.0
3918013,,,,,,,,,,,,,,1.0
3918017,,,,,,,,,,,,,,0.0
3918020,,,,,,,,,,,,,,0.0
3918028,,,,,,,,,,,,,,0.0
3918037,,,,,,,,,,,,,,0.0
3918038,,,,,,,,,,,,,,0.0
3918041,,,,,,,,,,,,,,1.0
3918043,,,,,,,,,,,,,,0.0
3918051,14102121.0,1.0,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d48d2edd,be74e6fe,1.0,0.0,
3918061,,,,,,,,,,,,,,0.0
3918064,14102121.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9343cb87,5db079b5,1.0,2.0,
3918067,,,,,,,,,,,,,,0.0
3918072,,,,,,,,,,,,,,0.0
3918081,,,,,,,,,,,,,,0.0
3918089,14102121.0,0.0,6c5b482c,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,8603a054,2203a096,1.0,0.0,
3918090,,,,,,,,,,,,,,1.0
3918092,14102121.0,0.0,85f751fd,c4e18dd6,50e219e0,fb7c70a3,d9b5648e,0f2161f8,9a05e52d,b2b3e70a,99e427c9,1.0,0.0,
3918093,,,,,,,,,,,,,,1.0
3918102,,,,,,,,,,,,,,0.0
3918107,,,,,,,,,,,,,,0.0
3918114,,,,,,,,,,,,,,1.0
3918115,,,,,,,,,,,,,,0.0
3918123,14102121.0,0.0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,bf04a53c,0eb711ec,1.0,0.0,
3918130,,,,,,,,,,,,,,0.0
3918131,,,,,,,,,,,,,,0.0
3918137,,,,,,,,,,,,,,1.0
3918138,,,,,,,,,,,,,,0.0
3918150,14102121.0,0.0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,710445d2,6520aba2,be6db1d7,1.0,0.0,
3918164,,,,,,,,,,,,,,0.0
3918172,,,,,,,,,,,,,,0.0
3918173,,,,,,,,,,,,,,0.0
3918176,,,,,,,,,,,,,,0.0
3918188,,,,,,,,,,,,,,0.0
3918196,,,,,,,,,,,,,,0.0
3918198,14102121.0,1.0,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,80ddcc77,be74e6fe,1.0,0.0,
3918199,,,,,,,,,,,,,,0.0
3918208,,,,,,,,,,,,,,0.0
3918215,,,,,,,,,,,,,,0.0
3918219,,,,,,,,,,,,,,1.0
3918224,,,,,,,,,,,,,,0.0
3918236,,,,,,,,,,,,,,0.0
3918238,,,,,,,,,,,,,,0.0
3918240,,,,,,,,,,,,,,1.0
3918242,14102121.0,1.0,5114c672,3f2f3819,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,c7549467,d787e91b,1.0,0.0,
3918243,,,,,,,,,,,,,,0.0
3918251,,,,,,,,,,,,,,1.0
3918260,,,,,,,,,,,,,,0.0
3918267,,,,,,,,,,,,,,0.0
3918269,,,,,,,,,,,,,,0.0
3918270,,,,,,,,,,,,,,0.0
3918274,,,,,,,,,,,,,,0.0
3918279,,,,,,,,,,,,,,1.0
3918285,,,,,,,,,,,,,,0.0
3918289,,,,,,,,,,,,,,0.0
3918297,,,,,,,,,,,,,,0.0
3918308,,,,,,,,,,,,,,0.0
3918314,,,,,,,,,,,,,,0.0
3918315,,,,,,,,,,,,,,0.0
3918346,,,,,,,,,,,,,,0.0
3918350,,,,,,,,,,,,,,0.0
3918352,,,,,,,,,,,,,,1.0
3918356,,,,,,,,,,,,,,0.0
3918374,,,,,,,,,,,,,,0.0
3918380,,,,,,,,,,,,,,0.0
3918383,,,,,,,,,,,,,,0.0
3918388,14102121.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,1cf29716,24f6b932,1.0,0.0,
3918389,,,,,,,,,,,,,,0.0
3918396,14102121.0,0.0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,853b13d8,99e427c9,1.0,0.0,
3918397,14102121.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,763b306d,5b211c0d,1.0,0.0,
3918400,,,,,,,,,,,,,,0.0
3918407,14102121.0,1.0,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,27dc886d,24f6b932,1.0,0.0,
3918421,,,,,,,,,,,,,,1.0
3918428,,,,,,,,,,,,,,0.0
3918439,14102121.0,1.0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,75bb1b58,a0f5f879,1.0,0.0,
3918445,14102121.0,1.0,85f751fd,c4e18dd6,50e219e0,82cda4e7,7801e8d9,0f2161f8,a0ed6883,1ff5f4b3,dc15c87e,5.0,2.0,
3918450,,,,,,,,,,,,,,0.0
3918476,,,,,,,,,,,,,,0.0
3918481,,,,,,,,,,,,,,0.0
3918482,,,,,,,,,,,,,,0.0
3918487,,,,,,,,,,,,,,0.0
3918496,,,,,,,,,,,,,,0.0
3918497,,,,,,,,,,,,,,0.0
3918501,14102121.0,0.0,e3c09f3a,d262cf1e,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8583001e,3db9fde9,1.0,0.0,
3918510,,,,,,,,,,,,,,0.0
3918526,,,,,,,,,,,,,,1.0
3918531,14102121.0,0.0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,4948ca60,d056b4bf,1.0,0.0,
3918537,,,,,,,,,,,,,,1.0
3918546,,,,,,,,,,,,,,1.0
3918556,,,,,,,,,,,,,,0.0
3918561,,,,,,,,,,,,,,0.0
3918572,14102121.0,1.0,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,35a5244b,9efa421a,1.0,0.0,
3918574,,,,,,,,,,,,,,0.0
3918584,,,,,,,,,,,,,,0.0
3918585,,,,,,,,,,,,,,0.0
3918588,,,,,,,,,,,,,,0.0
3918610,,,,,,,,,,,,,,1.0
3918613,,,,,,,,,,,,,,0.0
3918616,,,,,,,,,,,,,,0.0
3918621,,,,,,,,,,,,,,0.0
3918632,,,,,,,,,,,,,,0.0
3918645,,,,,,,,,,,,,,0.0
3918646,,,,,,,,,,,,,,0.0
3918657,,,,,,,,,,,,,,0.0
3918662,,,,,,,,,,,,,,0.0
3918667,,,,,,,,,,,,,,0.0
3918673,,,,,,,,,,,,,,1.0
3918674,,,,,,,,,,,,,,0.0
3918677,,,,,,,,,,,,,,0.0
3918679,,,,,,,,,,,,,,0.0
3918687,14102121.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8b060dd2,8a4875bd,1.0,0.0,
3918689,,,,,,,,,,,,,,0.0
3918692,,,,,,,,,,,,,,1.0
3918693,,,,,,,,,,,,,,0.0
3918696,,,,,,,,,,,,,,0.0
3918706,,,,,,,,,,,,,,0.0
3918714,,,,,,,,,,,,,,0.0
3918721,14102121.0,0.0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,86515f9c,89416188,1.0,0.0,
3918724,14102121.0,0.0,85f751fd,c4e18dd6,50e219e0,37c92938,d9b5648e,0f2161f8,a99f214a,c088d035,f4fffcd0,1.0,0.0,
3918740,,,,,,,,,,,,,,0.0
3918743,,,,,,,,,,,,,,0.0
3918747,,,,,,,,,,,,,,0.0
3918753,,,,,,,,,,,,,,0.0
3918755,14102121.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,0ade7fdf,ecb851b2,1.0,0.0,
3918768,,,,,,,,,,,,,,0.0
3918771,,,,,,,,,,,,,,0.0
3918779,,,,,,,,,,,,,,0.0
3918780,,,,,,,,,,,,,,0.0
3918782,14102121.0,0.0,85f751fd,c4e18dd6,50e219e0,9f41cdad,7801e8d9,07d7df22,6345a9bc,9fa9fd5a,66960a7d,0.0,0.0,
3918787,,,,,,,,,,,,,,0.0
3918790,14102121.0,0.0,85f751fd,c4e18dd6,50e219e0,fb7c70a3,d9b5648e,0f2161f8,bb4151c4,fb3e570e,b4b19c97,1.0,0.0,
3918792,,,,,,,,,,,,,,0.0
3918793,,,,,,,,,,,,,,0.0
3918798,,,,,,,,,,,,,,1.0
3918800,14102121.0,0.0,85f751fd,c4e18dd6,50e219e0,a37bf1e4,7801e8d9,07d7df22,03d6e7de,06c1d49c,8a332ed1,0.0,0.0,
3918802,,,,,,,,,,,,,,0.0
3918809,,,,,,,,,,,,,,0.0
3918818,,,,,,,,,,,,,,1.0
3918823,,,,,,,,,,,,,,0.0
3918825,,,,,,,,,,,,,,0.0
3918827,,,,,,,,,,,,,,1.0
3918828,,,,,,,,,,,,,,0.0
3918841,,,,,,,,,,,,,,0.0
3918844,,,,,,,,,,,,,,0.0
3918845,,,,,,,,,,,,,,1.0
3918846,,,,,,,,,,,,,,0.0
3918852,,,,,,,,,,,,,,1.0
3918853,,,,,,,,,,,,,,0.0
3918859,,,,,,,,,,,,,,0.0
3918867,,,,,,,,,,,,,,0.0
3918884,14102121.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,916ce789,ce762689,1.0,0.0,
3918891,,,,,,,,,,,,,,0.0
3918894,,,,,,,,,,,,,,0.0
3918904,,,,,,,,,,,,,,0.0
3918906,,,,,,,,,,,,,,0.0
3918909,,,,,,,,,,,,,,0.0
3918919,,,,,,,,,,,,,,1.0
3918923,,,,,,,,,,,,,,0.0
3918925,,,,,,,,,,,,,,0.0
3918927,,,,,,,,,,,,,,0.0
3918930,,,,,,,,,,,,,,0.0
3918932,14102121.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7bb05d70,553f099b,1.0,0.0,
3918944,,,,,,,,,,,,,,0.0
3918947,14102121.0,0.0,38217daf,449497bc,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4a23b9aa,1f0bc64f,1.0,0.0,
3918952,,,,,,,,,,,,,,0.0
3918956,,,,,,,,,,,,,,0.0
3918963,,,,,,,,,,,,,,0.0
3918966,,,,,,,,,,,,,,1.0
3918981,14102121.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,75bb1b58,27466962,1.0,0.0,
3918984,,,,,,,,,,,,,,0.0
3918985,,,,,,,,,,,,,,0.0
3918995,,,,,,,,,,,,,,0.0
3918996,14102121.0,0.0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,343e1c78,4ea23a13,1.0,0.0,
3919001,,,,,,,,,,,,,,0.0
3919003,,,,,,,,,,,,,,0.0
3919024,14102121.0,0.0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,90d86f60,1ccc7835,1.0,0.0,
3919027,,,,,,,,,,,,,,0.0
3919031,14102121.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e35ad67e,575d0d2a,1.0,0.0,
3919032,,,,,,,,,,,,,,0.0
3919036,14102121.0,1.0,85f751fd,c4e18dd6,50e219e0,82cda4e7,7801e8d9,0f2161f8,be5d10b1,896c7947,88fbaa46,5.0,2.0,
3919042,,,,,,,,,,,,,,0.0
3919047,14102121.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,3dca892e,1ccc7835,1.0,0.0,
3919048,,,,,,,,,,,,,,0.0
3919049,,,,,,,,,,,,,,1.0
3919051,,,,,,,,,,,,,,0.0
3919056,,,,,,,,,,,,,,0.0
3919077,14102121.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,525b5db4,5dee1d65,1.0,0.0,
3919084,,,,,,,,,,,,,,0.0
3919085,,,,,,,,,,,,,,0.0
3919097,,,,,,,,,,,,,,0.0
3919105,,,,,,,,,,,,,,0.0
3919108,,,,,,,,,,,,,,0.0
3919111,,,,,,,,,,,,,,1.0
3919114,,,,,,,,,,,,,,0.0
3919119,,,,,,,,,,,,,,1.0
3919124,,,,,,,,,,,,,,1.0
3919125,,,,,,,,,,,,,,1.0
3919135,,,,,,,,,,,,,,0.0
3919157,,,,,,,,,,,,,,0.0
3919159,,,,,,,,,,,,,,0.0
3919164,,,,,,,,,,,,,,1.0
3919174,,,,,,,,,,,,,,0.0
3919179,,,,,,,,,,,,,,1.0
3919181,,,,,,,,,,,,,,0.0
3919184,,,,,,,,,,,,,,1.0
3919188,,,,,,,,,,,,,,0.0
3919190,,,,,,,,,,,,,,0.0
3919191,14102121.0,0.0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,f85a4a7a,804b33b0,0eb711ec,1.0,0.0,
3919192,,,,,,,,,,,,,,0.0
3919193,,,,,,,,,,,,,,1.0
3919195,14102121.0,0.0,85f751fd,c4e18dd6,50e219e0,d7a5d468,2347f47a,0f2161f8,5f806f6c,24ed6e00,b3f4c8ce,1.0,0.0,
3919197,,,,,,,,,,,,,,0.0
3919199,,,,,,,,,,,,,,0.0
3919219,14102121.0,0.0,85f751fd,c4e18dd6,50e219e0,95bc67f4,33da2e74,0f2161f8,a99f214a,9674e5ab,8b65b455,1.0,0.0,
3919223,,,,,,,,,,,,,,0.0
3919224,14102121.0,0.0,85f751fd,c4e18dd6,50e219e0,93d786c6,2347f47a,0f2161f8,a99f214a,82310cab,44801bc1,1.0,0.0,
3919225,,,,,,,,,,,,,,0.0
3919226,,,,,,,,,,,,,,0.0
3919232,,,,,,,,,,,,,,0.0
3919236,,,,,,,,,,,,,,0.0
3919239,,,,,,,,,,,,,,0.0
3919242,14102121.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,1cf29716,65c93b38,1.0,0.0,
3919246,,,,,,,,,,,,,,0.0
3919247,14102121.0,1.0,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,10ad2188,a0f5f879,1.0,0.0,
3919251,,,,,,,,,,,,,,1.0
3919268,,,,,,,,,,,,,,0.0
3919272,,,,,,,,,,,,,,0.0
3919277,,,,,,,,,,,,,,0.0
3919280,,,,,,,,,,,,,,0.0
3919289,,,,,,,,,,,,,,0.0
3919310,,,,,,,,,,,,,,0.0
3919321,,,,,,,,,,,,,,0.0
3919326,14102121.0,0.0,54e6fb06,91dd76e0,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,2420c8c1,260bcecc,1.0,0.0,
3919327,,,,,,,,,,,,,,0.0
3919336,,,,,,,,,,,,,,0.0
3919337,,,,,,,,,,,,,,0.0
3919344,,,,,,,,,,,,,,1.0
3919352,,,,,,,,,,,,,,1.0
3919353,,,,,,,,,,,,,,0.0
3919358,,,,,,,,,,,,,,0.0
3919359,,,,,,,,,,,,,,0.0
3919369,,,,,,,,,,,,,,0.0
3919398,,,,,,,,,,,,,,1.0
3919400,,,,,,,,,,,,,,0.0
3919401,,,,,,,,,,,,,,0.0
3919412,14102121.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,57cd4006,1c6a881d,1.0,2.0,
3919414,,,,,,,,,,,,,,0.0
3919415,,,,,,,,,,,,,,0.0
3919417,,,,,,,,,,,,,,1.0
3919426,,,,,,,,,,,,,,0.0
3919431,,,,,,,,,,,,,,0.0
3919432,,,,,,,,,,,,,,0.0
3919438,,,,,,,,,,,,,,1.0
3919454,14102121.0,0.0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,40fb66f0,7abbbd5c,1.0,0.0,
3919456,,,,,,,,,,,,,,0.0
3919463,14102121.0,0.0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,738de1b8,1687d728,89416188,1.0,0.0,
3919465,14102121.0,0.0,85f751fd,c4e18dd6,50e219e0,f0d41ff1,2347f47a,0f2161f8,a99f214a,5f78e470,1f0bc64f,1.0,0.0,
3919469,,,,,,,,,,,,,,0.0
3919475,,,,,,,,,,,,,,0.0
3919480,,,,,,,,,,,,,,0.0
3919484,,,,,,,,,,,,,,1.0
3919492,,,,,,,,,,,,,,0.0
3919507,14102121.0,1.0,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6d3df5b2,6e1e2240,1.0,0.0,
3919508,,,,,,,,,,,,,,0.0
3919521,,,,,,,,,,,,,,1.0
3919534,,,,,,,,,,,,,,0.0
3919544,14102121.0,0.0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,0d5b5d7c,d56cff66,fa61e8fe,1.0,0.0,
3919547,,,,,,,,,,,,,,0.0
3919548,,,,,,,,,,,,,,0.0
3919556,,,,,,,,,,,,,,0.0
3919562,14102121.0,1.0,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,61a9382f,be6db1d7,1.0,0.0,
3919564,14102121.0,0.0,85f751fd,c4e18dd6,50e219e0,c51f82bc,d9b5648e,0f2161f8,a99f214a,3b73ad2e,b4b19c97,1.0,0.0,
3919565,,,,,,,,,,,,,,1.0
3919566,,,,,,,,,,,,,,1.0
3919580,,,,,,,,,,,,,,0.0
3919584,14102121.0,1.0,17caea14,0dde25ec,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,06331f3d,48fdda0b,1.0,0.0,
3919585,,,,,,,,,,,,,,0.0
3919586,,,,,,,,,,,,,,0.0
3919601,14102121.0,0.0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,6800d41f,b4b19c97,1.0,0.0,
3919606,,,,,,,,,,,,,,0.0
3919608,,,,,,,,,,,,,,0.0
